uid,orig_spl,resp_spl,orig_spt,resp_spt,label
CNas874r3fj0aecJYb,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.056623","0.0,0.857176,0.76668,0.002515,0.002832,0.395398,0.004514,0.678692,0.00365,0.03872,0.00199,0.003984,0.003794,0.008174,0.226577,0.003476,0.261539,0.005418,0.001981,0.003998",white
CuLCJI21RxrgihCkt7,"40,536,472,480,472","40,536,1392,1392,1392,1392,1392,1392,1392,1392,1248,536,1392,1392,1392,1392,1392,1392,1392,1392","0.0,0.411915,2.560483,7.566343,0.481401","0.0,0.069355,0.000055,0.000016,0.000023,0.001642,0.000017,0.000979,0.000022,0.000021,0.0,0.070479,0.000042,0.000013,0.000292,0.000019,0.000012,0.001614,0.000017,0.000013",white
CtsB4C2pIU940db1Fa,40,40,0.0,0.0,white
Ciclnx3FjpE09asaNh,"40,648,640,640,640,640,640","40,2680,2304,1784,1528,3464,16408,120,16408,14304,16408,4024","0.0,0.044894,0.398075,0.368691,0.767075,0.262803,0.21721","0.0,0.034905,0.021312,0.020773,0.02124,0.021162,0.024535,0.0,0.016003,0.003952,0.015072,0.001907",white
C2PetE1ZnbY9xxFqp9,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.074184","0.0,0.810029,0.003557,0.001357,0.002079,0.821925,0.005811,0.003989,0.001816,0.099188,0.001288,0.048745,0.145165,0.002342,0.416621,0.002099,0.003233,0.003526,0.013547,0.004427",white
CdgLtM3nzXK52t39J4,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.054804","0.0,1.0331,0.002264,0.002917,0.183077,0.156894,0.297057,0.003271,0.196291,0.107777,0.001673,0.004246,0.004711,0.366527,0.004484,0.001965,0.002087,0.00402,0.002017,0.036035",white
CLLSnG1lyCsk7xVWXi,40,40,0.0,0.0,white
CrQrmpD8AAwQRrZCl,40,40,0.0,0.0,white
CAsQuP1FRqhXKqa5Bc,40,40,0.0,0.0,white
CI7ybp1iPgGHsJQLhg,40,40,0.0,0.0,white
CCWS3LweZTgsxxGbe,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.028989","0.0,0.374565,0.23389,0.012883,0.403587,0.003423,0.235025,0.036977,0.025053,0.052949,0.002003,0.002001,0.067609,0.00143,0.109283,0.000967,0.09775,0.066287,0.264716,0.001986",white
C9qjrmhKDi7KH1ZFb,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.036353","0.0,0.500207,0.198979,0.000043,0.018011,1.375258,0.003718,0.003974,0.002001,0.002088,0.001517,0.003478,0.092111,0.300015,0.003134,0.001726,0.003993,0.003979,0.002002,0.427824",white
CFvvVA1fehRkVCmqX3,"40,256","40,384","0.0,0.046677","0.0,0.253193",white
Ch2G4njBBCYhatDdf,40,40,0.0,0.0,white
CKJv023kZn08bbD1C6,"32,162","32,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400,16400","0.0,0.04238","0.0,0.455065,0.003999,0.213051,0.217336,0.002634,0.001992,0.214579,0.003487,0.219448,0.004906,0.008039,0.006991,0.196586,0.004303,0.003711,0.00398,0.200997,0.003979,0.004016",white
C1RwB02olWTneVFXih,"40,648","40,13608","0.0,0.039475","0.0,0.051215",white
CSKAVp4cTMiCWgZb2l,40,40,0.0,0.0,white
CMLVUm1HYJkCtGhi19,40,40,0.0,0.0,white
CYk5Ns19AxioBDmDhh,40,40,0.0,0.0,white
CeVsC41XIjkviqajJ5,40,40,0.0,0.0,white
CC2mHcLOyK7c6OFU3,40,40,0.0,0.0,white
CRnjPg1iKyi5vQ7MB1,"40,432,424","40,4176,16408,2800,32,4176,3912","0.0,0.460226,3.739352","0.0,0.019775,0.004293,0.000033,0.0,0.019388,0.000049",white
CwGf4E3EnVwbc0JjR5,40,40,0.0,0.0,white
Cwlna21Z8Itsdo4cvl,40,40,0.0,0.0,white
CL0b3g4nRu3d66PYS3,40,40,0.0,0.0,white
CVtm1y4t8CBwd9vXT5,40,40,0.0,0.0,white
COVT3V34tNAK0uZO4a,40,40,0.0,0.0,white
CamjI21sN093YAizrd,40,40,0.0,0.0,white
Cbqxzo4erqtDbaLEo8,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.096315","0.0,0.191621,0.274883,0.000065,0.082414,0.027717,0.003912,0.004297,0.001274,0.008949,0.079309,0.011255,0.003972,0.017002,0.00286,0.269172,0.015911,0.002082,0.068907,0.207072",white
C6jL0A73JFt07Mne6,"40,320","40,1488,3312","0.0,0.051503","0.0,0.021157,0.001586",white
C7tsdU2LnDORRwspOa,"40,872,264,872,264","40,536,536","0.0,4.525346,1.270601,0.067591,0.08899","0.0,0.043064,0.04041",white
CcTC4U2EZ99fCaUyI3,40,40,0.0,0.0,white
CzyFwk3UsIb2tYWh1k,40,40,0.0,0.0,white
CqJbgt4Pb6oz7vuBn8,40,40,0.0,0.0,white
CJ0lGkxsEuWazpXg1,40,40,0.0,0.0,white
CVmU2tIt4yjqRo2Uj,"40,248,224,224,224,224,224,224","40,24,288,24,288,24,288,24,288,24,288,24,288,24,288","0.0,0.948508,0.079458,0.003986,0.068543,0.28713,0.48804,4.533578","0.0,0.359897,0.0,1.535293,0.0,0.0,0.0,0.0,0.0,0.605898,0.0,0.0,0.0,0.370432,0.0",white
Cs62nG15bTJbOfeJA9,40,40,0.0,0.0,white
CJ2llf2i2EHVyuXGok,40,40,0.0,0.0,white
Cf9Sp1t94x0xqixRc,40,40,0.0,0.0,white
Ctnd174u4ZKmsc0Qp2,40,40,0.0,0.0,white
Ck7IAT2PlDRz7jr6x9,40,40,0.0,0.0,white
Caz3lYJbvkoeEsjxl,40,40,0.0,0.0,white
Cw1J2CxfXT7T8xWu6,"40,792","40,840,32","0.0,0.333698","0.0,0.179154,0.0",white
CxyASh2NpGZP5jMHJ1,40,40,0.0,0.0,white
C72Gvw20TRYVc1cwF6,40,40,0.0,0.0,white
CYBxaK36Abys8S1xs8,40,40,0.0,0.0,white
CHivlu7CFrUNuV2i,40,40,0.0,0.0,white
CACd1Mn3oRoGP3YT2,40,40,0.0,0.0,white
CtG9Z62O45rpsVC5T,"40,256","40,344","0.0,1.399652","0.0,0.212339",white
Co04PU11U4Utj0MKjj,"40,432,432","40,3664,32,4176,4120,7360","0.0,0.111896,7.059139","0.0,0.021291,0.0,0.019845,0.001795,0.000388",white
Cf3KZv1Mc2k3eDGWVd,40,40,0.0,0.0,white
C3AE97jpYolti7QW5,40,40,0.0,0.0,white
CuKap02eiuNiUC9Rtl,40,40,0.0,0.0,white
COLRJygZm9Oytcm02,40,40,0.0,0.0,white
CCRSja1g6xvzXg2i4l,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.043109","0.0,0.432316,0.150708,0.000061,0.349938,0.073309,0.586958,0.001827,0.001997,0.003957,0.001,0.002042,0.109221,0.000987,0.068037,0.000975,0.002735,0.307543,0.001991,0.408702",white
C6or7W2C4s7MAM077j,40,40,0.0,0.0,white
CFGXbd1E2qslkxHLSe,"40,256","40,384","0.0,0.119547","0.0,0.20296",white
Cxitnhr3oFI4KYaP1,40,40,0.0,0.0,white
CqvZlZ1hrJB4XgxZ5k,40,40,0.0,0.0,white
CuEjBv1fK47oZVYeE1,40,40,0.0,0.0,white
Cn4Nog200FrbYVHanc,40,40,0.0,0.0,white
CXd0wG3pyTOaFitWd5,40,40,0.0,0.0,white
CHcTwo1O095ZbBmMxf,40,40,0.0,0.0,white
C113lT2L4kVPNq5z0l,40,40,0.0,0.0,white
C8Rapc1O6y8qwapFWh,40,40,0.0,0.0,white
CAS4sW2DmEZVOeoTU5,40,40,0.0,0.0,white
CCSUly2RAIeUy2GU43,40,40,0.0,0.0,white
CI6aS93ho7v9ooFOq5,40,40,0.0,0.0,white
CSdAsb4sFMWTJ5Xqse,40,40,0.0,0.0,white
CXJ7z62bRfGoQweYkj,40,40,0.0,0.0,white
CeDdCg3OFlwiAbxAPk,40,40,0.0,0.0,white
C5hzVX3Dhryi6bldXh,40,40,0.0,0.0,white
Cbr8pC4XatPNMmqf57,40,40,0.0,0.0,white
CcIuos2imwbsNV1qla,40,40,0.0,0.0,white
CzJ3fJ1qC1A2wevnOk,40,40,0.0,0.0,white
CTy5oF2JPVkMsIgkSj,40,40,0.0,0.0,white
CI0gUj1Vqfgfh4DXQ8,40,40,0.0,0.0,white
Cmqlie3N0EIvk1hQq3,40,40,0.0,0.0,white
CYz9vm4gkTqdAHm0Db,"40,432","40,16408,672","0.0,0.052007","0.0,0.026802,0.0",white
CPSClF1oOpxoYQGfEj,40,40,0.0,0.0,white
CfOeMT1coZ0bJq8nRh,40,40,0.0,0.0,white
CMiWOi4IRRHtvvsPDd,40,40,0.0,0.0,white
CfEDkz4QbZ3USrmZme,"40,408","40,352,144","0.0,1.802514","0.0,0.341747,0.0",white
CGPJwU2ttPaVRCCGA6,40,40,0.0,0.0,white
CacQNx48C7SD2RbHYb,40,40,0.0,0.0,white
CgSqSm4r6u45EqAcD7,40,40,0.0,0.0,white
CyQoKD4sUwVTlrmkCd,40,40,0.0,0.0,white
Cvt8N84ot5W0faByoh,40,40,0.0,0.0,white
Cqool1339NNpkr9V12,40,40,0.0,0.0,white
CAIvQ5ceEBVZkty42,40,40,0.0,0.0,white
CGY0sz4alHIAgmcYrc,40,40,0.0,0.0,white
CjaNvD22E8fuuRmgC,"40,400,1744","40,168","0.0,2.563817,0.003835","0.0,0.067183",white
CUnc2dsEvMlVZkACf,40,40,0.0,0.0,white
CrL2Wx2Ksq4c8niUD7,40,40,0.0,0.0,white
CW3L4W3yWMr2FkWA4i,40,40,0.0,0.0,white
Co4Wwt3gQoMbCr71l,"40,400,400,400","40,472,352,144,352,144","0.0,0.262011,0.742418,0.085753","0.0,0.172661,0.172583,0.0,0.158503,0.0",white
Cdy31OMxehDI7nGVj,40,40,0.0,0.0,white
CK2O7r2DYIE7SoAwP4,40,40,0.0,0.0,white
CUokWJ2gAPUWLtdmw7,40,40,0.0,0.0,white
Ci7fcP3V9DA75PHSS,40,40,0.0,0.0,white
CT8KQl34a3LEjrs3L,40,40,0.0,0.0,white
C40hgx4maz1TuZk8F3,40,40,0.0,0.0,white
CSwRlu2OMvLNv95mD6,40,40,0.0,0.0,white
C5T13c4U2nhhqzAgPl,40,40,0.0,0.0,white
C427232FItlZYN1g8h,40,40,0.0,0.0,white
C3V86n4PgArGwyL9U9,40,40,0.0,0.0,white
C9FrF8tKyytjucZd8,40,40,0.0,0.0,white
CJkdIt1mOS4ASuz0Sb,40,40,0.0,0.0,white
CQgMASghaiiCjW139,"40,256","40,384","0.0,0.172741","0.0,0.259043",white
CoJa2q3bQrzMoCOtG8,40,40,0.0,0.0,white
CL3ZuX2zxbHA2bO4eg,40,40,0.0,0.0,white
CoX1KdG7ZMUKPczv7,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.058495","0.0,0.227835,0.152398,0.005552,0.020827,0.267178,0.002166,0.003901,0.002001,0.184998,0.20745,0.003516,0.004783,0.001993,0.004193,0.393439,0.126571,0.002001,0.00098,0.001392",white
C54yg035w5YXPRnoSg,40,40,0.0,0.0,white
CZYOqk3nxRLYee166,40,40,0.0,0.0,white
Cu4dCz3uoDmqV3cQ3d,40,40,0.0,0.0,white
CZ18W22YQC3KJZ1ut2,40,40,0.0,0.0,white
CwE4324xNRQjHb26Ni,40,40,0.0,0.0,white
CnPzCiibQGEm4r1gl,40,40,0.0,0.0,white
Cf0Tb81h6r33yW6pW6,40,40,0.0,0.0,white
CJgtkpLkU9ro8x1E7,40,40,0.0,0.0,white
CeKyn93yet6E96pfq8,40,40,0.0,0.0,white
Cc3UZn2dduJ0dNIQPh,40,40,0.0,0.0,white
CEADC61VcO8QbkYLe4,40,40,0.0,0.0,white
CBxC8x29sY2NzqPt8d,40,40,0.0,0.0,white
CAVmop2FBKfNZSewC7,40,40,0.0,0.0,white
CyPTmZ2hfRI0mQfQvi,40,40,0.0,0.0,white
CyGk5e4mMcdx5KOUP6,40,40,0.0,0.0,white
CsyXc81l3LA0CFtFm3,40,40,0.0,0.0,white
CkgLNn1cHwdFpu70dg,40,40,0.0,0.0,white
CzGwJt2ohsr0TXNNqg,40,40,0.0,0.0,white
CB0ltVwTlxc0kCQF2,40,40,0.0,0.0,white
CEzzE235WL77Mj1Emf,40,40,0.0,0.0,white
C8KIp11dv5m1FzWB27,40,40,0.0,0.0,white
C4Xsu02LxsbIbNUqol,40,40,0.0,0.0,white
C2kbGy3FNHfkR7F0Hj,40,40,0.0,0.0,white
CcEMdo44Cd6IJG4J0j,40,40,0.0,0.0,white
CkujKW1s4UoProjKHe,40,40,0.0,0.0,white
C0nOMwLaaOdXk9ix1,40,40,0.0,0.0,white
Cjmzob2TGAMpyjlt06,40,40,0.0,0.0,white
C9mOLmvwzbWWXIZ,40,40,0.0,0.0,white
CpYEvt41Mt0v2AlLNg,40,40,0.0,0.0,white
CjNBmS3jqrKVpwNcpl,40,40,0.0,0.0,white
Cet6oSyR6Rya6l0A5,40,40,0.0,0.0,white
CsvIQJ2GM7y5jQzf3d,40,40,0.0,0.0,white
CjQoEX7bGuFtjfsTf,40,40,0.0,0.0,white
CfFDgvjVvVNyxP6ig,40,40,0.0,0.0,white
CE3lFb1d8wfYOy5fm2,40,40,0.0,0.0,white
C2itV210j4tKA7K5Kc,40,40,0.0,0.0,white
Cg0h0f4pVWyrIpjaN8,40,40,0.0,0.0,white
C3dQdo3UBTVUKXYbib,40,40,0.0,0.0,white
CCe7lD38IXoBW2jbc8,40,40,0.0,0.0,white
CZJgRJ2QRa7Ipe8jQh,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.054074","0.0,0.229919,0.384341,0.001661,0.00133,0.001962,0.001994,0.003986,0.227846,0.134885,0.029406,0.081445,0.00328,0.001952,0.206973,0.001775,0.190127,0.048371,0.000899,0.002066",white
Cewlwn3zI2awWTIH26,40,40,0.0,0.0,white
CSaX302HqGYvQFGsL3,36,36,0.0,0.0,white
Cx1IJp2UgbI2UWgTC7,40,40,0.0,0.0,white
CWFSnV2NGWn2HcV2O7,40,40,0.0,0.0,white
C2BZZN27K4OvBV7ZS6,40,40,0.0,0.0,white
Cb7NO61RGYy5WrANJ5,40,40,0.0,0.0,white
CcaVEb4JCPrJXCyRZc,40,40,0.0,0.0,white
Cg1s0u4p59KYXrqgDe,40,40,0.0,0.0,white
CHXFIi0iUtvOwNMp2,40,40,0.0,0.0,white
Cy27sX1v6MFGl4L5ya,40,40,0.0,0.0,white
CLLPYg3anuw4lPodR2,"40,368,408","40,344,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408,16408","0.0,0.064072,0.082464","0.0,0.21993,0.429705,1.276063,0.199687,0.004451,0.372637,0.002165,0.576917,0.003851,0.762125,0.384181,0.383135,0.767589,0.202862",white
Cf8xYYcG5ypg8i04h,40,40,0.0,0.0,white
CT0SKX2uaD8HGNIXzh,40,40,0.0,0.0,white
C4zpW52vzMeOjRBGL,40,40,0.0,0.0,white
CXsztp3HCNDs7P8E4b,40,40,0.0,0.0,white
C8hEqm2KST9kXt12Pe,40,40,0.0,0.0,white
C9SVXb2jkeggkeAzg6,40,40,0.0,0.0,white
C1Z9Yg4L7UqEwB7795,40,40,0.0,0.0,white
CjJeC01dr8N2FwNKm3,40,40,0.0,0.0,white
CCQtRFU8quDSQZH4g,40,40,0.0,0.0,white
CNiLpSJrgBO4ZjH1e,40,40,0.0,0.0,white
CvVgHYu1ypMP08Pj8,40,40,0.0,0.0,white
CxVqiO1RhVJNk3WLy4,40,40,0.0,0.0,white
CEIzaF4GSlDgBWLvql,40,40,0.0,0.0,white
CMdquv2G7zpXqJgtma,"40,256","40,384","0.0,0.085505","0.0,0.309912",white
Cg5Vkm1Nl3ZzZ9wn94,40,40,0.0,0.0,white
CrqenG1ZUHvJr77bjc,40,40,0.0,0.0,white
CmTBcl2xAo4I0iyCWj,40,40,0.0,0.0,white
CVRJrplc5zHCzLTm7,40,40,0.0,0.0,white
CN3Pjk2OJzaJ9Bgal,40,40,0.0,0.0,white
CQnvwS1mWdiHY8Ft8c,40,40,0.0,0.0,white
CwDa8M2TbXvTQbuWul,40,40,0.0,0.0,white
CsxpgU3YbCeEA8IBfd,40,40,0.0,0.0,white
CzLSp9259Ft7xnSGqg,40,40,0.0,0.0,white
C6RGY61xjyX7duCvmh,40,40,0.0,0.0,white
CiGHPU1fEWLf7JscT5,36,36,0.0,0.0,white
COfg29XrfP0YOGW3h,40,40,0.0,0.0,white
CfRWL11tuYznHSNfVk,40,40,0.0,0.0,white
C9Ikrw4fp8D4qLgiVi,40,40,0.0,0.0,white
CEVqce1VOYQSlTYEY9,40,40,0.0,0.0,white
C5U0fb20ZfKyxUJ3ri,40,40,0.0,0.0,white
CJsrqWwxCFgTgZzfg,40,40,0.0,0.0,white
CEcqcF2UGYCozPUTH7,40,40,0.0,0.0,white
CS42UwknNrqYfc0i1,40,40,0.0,0.0,white
CG5tsg1dzUWMsoLmN2,40,40,0.0,0.0,white
CIVpLs3gmn2gU781eg,"40,400","40,496","0.0,3.322984","0.0,0.10478",white
CUVe9y4rrYqtZD1X1k,"40,304","40,392","0.0,6.32068","0.0,0.396436",white
Cz0SP94MHoDeTQmWpg,40,40,0.0,0.0,white
C4eYjm1gbj7F7ukUOg,"40,488,464","40,584,1392,1352,584,1392,112","0.0,0.05591,1.623173","0.0,0.067364,0.000729,0.000022,0.041818,0.000317,0.00067",white
CnhQbSbzfKZpfCw34,40,40,0.0,0.0,white
CX5Rxc34HNafFMzJVj,40,40,0.0,0.0,white
Cno7kmaE2TkhapJ48,40,40,0.0,0.0,white
CHZQ3d1TJFAAIOiu1i,40,40,0.0,0.0,white
CQ71oy190rX5gojDEj,40,40,0.0,0.0,white
CB44bc2UuCRloktuX,36,36,0.0,0.0,white
CACXqN3i77c9IlElX4,40,40,0.0,0.0,white
CTKAreMTuaF8m2ZL3,40,40,0.0,0.0,white
Cz9qZyCOMNPQ3Febe,40,40,0.0,0.0,white
CsbosC3cyJScEC9tba,40,40,0.0,0.0,white
Cc4Ko21uIlPgwcj7Ng,40,40,0.0,0.0,white
CKU0EBFCGrIwUN6h5,40,40,0.0,0.0,white
CLj1eGcpYlpyPIhZ9,40,40,0.0,0.0,white
CVR5Km13mDglHfyFIf,40,40,0.0,0.0,white
Cp4bXt1FQ9L01iBfc4,40,40,0.0,0.0,white
CzuGtn34DpNT4OqLfd,40,40,0.0,0.0,white
CVuq0o3Rj6Lcmn2K68,36,36,0.0,0.0,white
Cu5rNvCtkUtmgHqPi,40,40,0.0,0.0,white
CVxEgr3mN5VXmqhOy2,40,40,0.0,0.0,white
C7AjKc43qOY7spej5d,40,40,0.0,0.0,white
CmLmDB4QvnrdUSPCZ1,40,40,0.0,0.0,white
CvItwkZqdgWv5mOUg,40,40,0.0,0.0,white
CWZwAp2kl4IIrlvVtg,40,40,0.0,0.0,white
CJrMSmqOfSIaAD1E9,40,40,0.0,0.0,white
CEpymM1HtxFxaPq5Vl,40,40,0.0,0.0,white
CIMbGVliseh8a4ADg,40,40,0.0,0.0,white
C76Mwv2l6PR15OIQ6k,40,40,0.0,0.0,white
CBmqDcq1DaNhSDsj7,40,40,0.0,0.0,white
C9bpAn4t5yN9BA0xS3,40,40,0.0,0.0,white
CVgQDG4l5psLEjQ8Xk,40,40,0.0,0.0,white
COjOq82DLg38AOUwqe,40,40,0.0,0.0,white
CX5Zsw3b3xBjw7EWc7,40,40,0.0,0.0,white
C0PHnP2aokm4VHbdMg,40,40,0.0,0.0,white
CPSh093qttch5IjEMa,40,40,0.0,0.0,white
CRGlBS1GzT4GH235Bc,40,40,0.0,0.0,white
CIHCuP3dARkKOVaFKb,40,40,0.0,0.0,white
CTeuW61Ga2kMfJNKo1,40,40,0.0,0.0,white
ClUNK12cg1fqOjlX2h,40,40,0.0,0.0,white
C59s3B38y707Qy5j8f,40,40,0.0,0.0,white
CrDYat28HAoiu5t1ok,40,40,0.0,0.0,white
CE42zc14s2WpO7HnU2,40,40,0.0,0.0,white
CRHWGa1dSL1YUNoeS8,40,40,0.0,0.0,white
CCTvDe4mT19bEUP1Yg,40,40,0.0,0.0,white
CWImoG2HbqSrTjLgK9,40,40,0.0,0.0,white
CZjXnl1c49reI9aAeb,40,40,0.0,0.0,white
Cw0UXp1PiCiD8BkPb2,40,40,0.0,0.0,white
C1aeVJ1nAp3fSWCfui,40,40,0.0,0.0,white
CDB0Li1sniUL5G7Tag,40,40,0.0,0.0,white
CRIBDh31q7vE1nbIr,40,40,0.0,0.0,white
CCcsZs4W6oYHj9smSg,40,40,0.0,0.0,white
CpP88TIA5IivNnWr4,40,40,0.0,0.0,white
Cdcooh1UACM1VgWR82,36,36,0.0,0.0,white
Cd3hWC1e6jXR7YpPci,40,40,0.0,0.0,white
C6uohy205PnmQRz26k,40,40,0.0,0.0,white
CDxbt41SlntRFTndAj,40,40,0.0,0.0,white
CZBx2m222YBDMuLXQ4,40,40,0.0,0.0,white
CHYlAM2jEQvXjkEb39,40,40,0.0,0.0,white
CPHNig1ZlViGcrImti,40,40,0.0,0.0,white
ChxDAP1OnR7xf1B3C7,40,40,0.0,0.0,white
CMb8lo2ZQzS3x5TuH,40,40,0.0,0.0,white
CSG9M51kon1bLZm4Jg,40,40,0.0,0.0,white
C79RwwGnSaJlywW3f,40,40,0.0,0.0,white
CcHJUY1HoJvdTohPYf,40,40,0.0,0.0,white
Cn5fYCvgVpbbnrdo6,40,40,0.0,0.0,white
CDffmp3PRdH001YBb5,40,40,0.0,0.0,white
Ce9WFN1usVnh1EkC0a,40,40,0.0,0.0,white
CEetSg1m4StUUo0Ivc,40,40,0.0,0.0,white
ClSAw81XDcchinVH3l,40,40,0.0,0.0,white
CqpdKgySHUxbubd8,40,40,0.0,0.0,white
CL0RIKhiII6aT4nz,40,40,0.0,0.0,white
COASLw1mxLxlKmqaJ2,40,40,0.0,0.0,white
CXD8D02UUasDDGBZ7k,40,40,0.0,0.0,white
ChVJQPhnXTuWQ5tgl,40,40,0.0,0.0,white
CFtHOf4mJ8DkskJLs6,40,40,0.0,0.0,white
C0hCSG2Gz16E2Me3M,40,40,0.0,0.0,white
CNwlBH2Rbw7ifuiMRd,40,40,0.0,0.0,white
Cxndz56uTHRuNaUbk,36,36,0.0,0.0,white
Cj9pyb3olGYE6an74,40,40,0.0,0.0,white
CXMWQCvbzQrx0f66l,40,40,0.0,0.0,white
CWjCsu4srCAbVPpwbl,40,40,0.0,0.0,white
C9JKsL20kPoscfWJe7,40,40,0.0,0.0,white
C7ZkEC13jx3F2oezD7,40,40,0.0,0.0,white
CaX9Rs2WgaUUEldCW2,40,40,0.0,0.0,white
CE56uo1AUaVRWzH2Dj,"40,408","40,680,4104","0.0,0.148651","0.0,0.046614,0.00008",white
CzzxoR18E5ZvOMES3e,40,40,0.0,0.0,white
CZm9Hq1djXfUc08dbj,40,40,0.0,0.0,white
CXn3PtwiguBWn1GCa,"40,240","40,16408,16408,3272,16408,12144,16408,16408,7976,16408,8072,16408,16408,7976,16408,8072,16408,16408,7976,16408","0.0,0.031776","0.0,0.978804,0.004662,0.001658,0.002084,2.114037,0.003158,0.003768,0.001998,0.003986,0.001996,0.108008,0.003254,0.00173,0.004003,0.001972,0.667118,0.004973,0.001977,0.004992",white
CovX6gYxEoB8xRPT,40,40,0.0,0.0,white
CfUNjQNPQSw4qqNm1,40,40,0.0,0.0,white
CAV0vS29IBfPrmpuIj,40,40,0.0,0.0,white
CQY74e3l15LaiFhCzl,40,40,0.0,0.0,white
CriBaf2dy0dsZzk1Bh,40,40,0.0,0.0,white
CGpjN81G5iaVHS2iF3,40,40,0.0,0.0,white
CgVygW2vBpyUAxxJUk,40,40,0.0,0.0,white
Ca5VRc2RRlV5w6jjn7,40,40,0.0,0.0,white
C3hvg02vAXjTEhaGF1,40,40,0.0,0.0,white
C6lYJJ2U57ITyuDKBg,40,40,0.0,0.0,white
CiBccb3Nd07r7DMD55,40,40,0.0,0.0,white
CnP4aIlMoIxC4WLTh,40,40,0.0,0.0,white
CDavV43ouguszIHCvl,40,40,0.0,0.0,white
C4NxiH2QxXlbHJwiI4,40,40,0.0,0.0,white
CTTw6W2sUu49BhNld7,40,40,0.0,0.0,white
CdLSe013Psoe1xeq77,40,40,0.0,0.0,white
C0mV0V16eo8H3JxWu2,40,40,0.0,0.0,white
CACVrSOUP4mnZlHh2,40,40,0.0,0.0,white
CPpkObwy4cDVee2V3,40,40,0.0,0.0,white
Cal4cO1j2c3HLgxdw2,40,40,0.0,0.0,white
CNUFtrm4B1pskaSv2,40,40,0.0,0.0,white
CHrtEjcY8jLEnfGGi,40,40,0.0,0.0,white
CA30k11WOxMA5TdoF4,40,40,0.0,0.0,white
Cq0ugzsFVCR4WN2w6,40,40,0.0,0.0,white
Clb6H031UDhJdDkCdb,40,40,0.0,0.0,white
CeH4QZ1JK01kiujsE2,40,40,0.0,0.0,white
CUS9zx3cIDtaGxUJN1,40,40,0.0,0.0,white
CmWZ6eEUuiy36V5T,40,40,0.0,0.0,white
C5pbk413OHtIu8QCVg,40,40,0.0,0.0,white
CEGtTHq5I1THVSqv2,40,40,0.0,0.0,white
CT3GKfH3xWNHytlP2,40,40,0.0,0.0,white
C8nSxn2u8hq1AfSiUe,40,40,0.0,0.0,white
C5qMeY2hMB9zYGGae8,40,40,0.0,0.0,white
CIcvpN1bewzqhJes87,40,40,0.0,0.0,white
CriSRH2gDIvthJ1EDf,40,40,0.0,0.0,white
CyrHX7FQFU55aq2Cj,40,40,0.0,0.0,white
C6cpfB1A4zdQzsg9rb,40,40,0.0,0.0,white
Ci0buN1jdTqnRWR5Hh,40,40,0.0,0.0,white
Cs3hc24ch4mFDKZpfl,40,40,0.0,0.0,white
Ca6o0N2AhztCqb8nsa,40,40,0.0,0.0,white
CgYzxO1EhdnCdU4Zfi,40,40,0.0,0.0,white
CV2rY31CskMs6R8CDb,40,40,0.0,0.0,white
CwLEGM3rtSY9vfS7N1,40,40,0.0,0.0,white
Cg0Lss1siL1J2Adn0c,40,40,0.0,0.0,white
CwNfjH1oLoRKippLPg,40,40,0.0,0.0,white
CByiSk3vvZsU8gLmue,40,40,0.0,0.0,white
CNCscn3VErnuhntKmb,40,40,0.0,0.0,white
CpS8qK1ghbcbXIJfLa,40,40,0.0,0.0,white
CqoKC13lLwLu9x7GZ9,"40,320","40,4216,600","0.0,0.190502","0.0,0.020581,0.000012",white
CYdN6C2QC2OUfhtC7,40,40,0.0,0.0,white
CxuZ8o3mWrkzPkYQoe,40,40,0.0,0.0,white
COOrB343o3pAF9ZxR3,40,40,0.0,0.0,white
CYwVPf1Giq4bd94HVf,40,40,0.0,0.0,white
C7Bd0i339zt4kw6nX2,40,40,0.0,0.0,white
CnK7vu2dPPOvZvbGT,40,40,0.0,0.0,white
C3FqMu1mjnLaq8gOb3,40,40,0.0,0.0,white
Cj2VbQ3W5rqxXIEGB6,40,40,0.0,0.0,white
CbpiSyKkwEonoPjrj,40,40,0.0,0.0,white
