uid,orig_spl,resp_spl,orig_spt,resp_spt,label
CYmEhVGw0NjlXNZta,"40,26","40,211,26","0.0,5.382222","0.0,0.031674,0.000038",4-kali
C8cTATXKJ7VeswTx3,"40,26","40,26","0.0,5.568248","0.0,0.04116",4-kali
Cvd8lm2Irng7PrDjN,"64,48",64,"0.0,5.39975",0.0,4-kali
CETIHi4IJTulPzU3Fc,"40,26","40,26","0.0,5.032646","0.0,0.015779",4-kali
CAANDb4EaXQkn6KLL7,"76,26",40,"0.0,5.032659",0.0,4-kali
Cbydyr1OcxeRthJmWj,"40,26","40,26","0.0,5.537319","0.0,0.025431",4-kali
CPInFo4mc7oBr4SVg6,"76,26",40,"0.0,5.033562",0.0,4-kali
CZfDIa1tguJkyrTlS4,"76,26",40,"0.0,5.037677",0.0,4-kali
CLek882SQKTqpUycI3,"76,26",40,"0.0,5.033073",0.0,4-kali
CQsxhB2GtnkGKyTF0h,"76,26",40,"0.0,5.034316",0.0,4-kali
CNXAyAZ1amjXWCk9g,"40,26","40,212,26","0.0,4.578543","0.0,0.114164,0.000054",4-kali
Cq6x3G2ZQ74atuvHm4,"40,26","40,212,26","0.0,4.580343","0.0,0.113646,0.000019",4-kali
C1DJU32Xr85r2lJf5g,"40,26","40,212,26","0.0,5.040259","0.0,0.114645,0.000026",4-kali
CAGaAj4OfJacJzcicl,"76,26",40,"0.0,4.887156",0.0,4-kali
CJud2m4kg8K7K2zd6c,"64,48",64,"0.0,5.61544",0.0,4-kali
CCrCDh4LvvIh9e0x1b,"64,48",64,"0.0,5.419636",0.0,4-kali
C1QO4w1ugVbB8jD5c6,"40,1227","40,1262","0.0,0.144405","0.0,0.307716",4-kali
Cz3B6A39P8XOBf5Jb7,"48,984,32","48,736","0.0,0.14771,5.820633","0.0,0.100226",4-kali
CGmvnm4l0TW4gRarMj,"40,152,33,41,26","40,51,37,33","0.0,0.022817,0.054107,0.17758,0.043299","0.0,0.004462,0.00002,0.016327",4-kali
Cp3YgY1BZX6XovxPjj,"48,984,32","48,736","0.0,0.146253,5.968651","0.0,0.170526",4-kali
CSr0414ta9oAwjYo5,"76,26",40,"0.0,5.613223",0.0,4-kali
Ccao733xAHzvd6Z4d1,"76,26",40,"0.0,5.612742",0.0,4-kali
Cw6o822zNB7zAQtPRc,"40,1670,26","40,276,59","0.0,0.002226,0.022589","0.0,0.030842,0.0",4-kali
C14ooTm9VIyHNw2Pi,"40,1234","40,1266,26","0.0,0.15154","0.0,0.204267,5.996776",4-kali
CMxGGLfkMUg2q1a3h,"40,2903","40,1385,26","0.0,0.083445","0.0,0.093332,14.991997",4-kali
CCGU0k1xOpaDGHDB9d,"40,152,33,41","40,73,41,26","0.0,0.011262,0.003898,0.000254","0.0,0.000021,23.499555,0.000006",4-kali
CbUZvx3TTbskXKbdS7,"40,2891,2963","40,400,231,26","0.0,0.074357,0.110396","0.0,0.080679,0.099641,15.010264",4-kali
CzgITsKFmCkjN6En4,"40,26","40,26","0.0,5.878282","0.0,0.015999",4-kali
C1AZpQ3ZbS3xZY9i5i,"64,48",64,"0.0,5.01031",0.0,4-kali
CcURiJ3Zvvlafzbmjg,"40,2709,2709","40,839,839,26","0.0,0.090144,0.072926","0.0,0.108874,0.101407,15.012236",4-kali
C1It5STMmRbbMZKo2,"40,2755","40,839,26","0.0,0.018282","0.0,0.10688,15.004802",4-kali
CFN0cZ10xK6L7RmXP3,"40,2755","40,839,26","0.0,0.02642","0.0,0.105471,14.999487",4-kali
CtFen312t6YnByXUu5,"40,152,303,33,41,41,41,41","40,76,33,263,33,6779,41,41,41,59,26","0.0,0.019725,0.002491,0.048921,58.69207,58.067522,58.675112,0.000166","0.0,0.000016,0.009989,0.013584,0.002334,0.001644,0.012015,0.013402,0.020448,4.006,0.000047",4-kali
CHMNfN1jqpg0503AUa,"64,48",64,"0.0,5.483626",0.0,4-kali
CBNTUV2dYIJm5qr071,"40,26","40,211,26","0.0,5.339535","0.0,0.052511,0.000705",4-kali
CvanET10mG5N1vKZ5j,"40,152,708,33,41,41,41,41,26","40,39,33,37,37,37,37,37,408,88,43,33,41,41,41,26","0.0,0.005326,0.0,0.000457,58.529209,58.958535,58.566771,4.313597,0.027956","0.0,0.002747,0.001408,0.000033,0.0,0.0,0.0,0.0,0.005857,0.000021,0.001862,0.000015,0.122137,0.120903,0.198954,0.140649",4-kali
CIyGRI10XUJY4Nclh,"76,3549,3732","40,937,4220,26","0.0,0.143445,0.76339","0.0,0.287595,0.351953,10.005262",4-kali
CkKXrr478bCxboCsZj,"40,26",40,"0.0,5.72422",0.0,4-kali
C0Thv82LmUpNh7RGLd,"40,152,33,41,26","40,54,26","0.0,0.002897,0.03408,0.744575,0.031524","0.0,0.011889,0.013379",4-kali
CTm1xl2HzzGFXjtsaa,"76,3744","40,5361,26","0.0,0.184477","0.0,0.191878,10.005361",4-kali
CT723Z6095sncEEa4,"76,3732","40,4245,26","0.0,0.236704","0.0,0.173607,9.99605",4-kali
CyQoM62WtlOtnDTGbk,"64,1296,1344","64,15856,16432,16432","0.0,0.031286,0.134742","0.0,0.414093,0.23121,0.247784",4-kali
C29WK016wg4FqfO1ye,"64,1280,1344","64,608","0.0,0.000484,0.023015","0.0,0.228843",4-kali
CCW2OTIyOO6OT8bd,"76,3742","40,5379,26","0.0,0.172754","0.0,0.14834,10.001667",4-kali
CdAtd54hSJ6csy7MU9,"76,3732","40,5284,26","0.0,0.172997","0.0,0.158236,9.997648",4-kali
C3VwTW3nCQYoRDg1Za,"76,3732","40,4244,26","0.0,0.173264","0.0,0.202099,9.997066",4-kali
C6NqcF1MUuDOnIENvl,"40,26","40,26","0.0,5.1529","0.0,0.011939",4-kali
CPpsjf3GU7SNHnr6Z,"40,26","40,26","0.0,5.386954","0.0,0.013655",4-kali
C2lECZ2UAqy3EPMt6j,"40,26","40,26","0.0,5.152888","0.0,0.01491",4-kali
CARO2h4oJzwjoMfhJ4,"40,26","40,26","0.0,5.215997","0.0,0.017453",4-kali
C7FpwhFIxBHotdQSi,"40,26",40,"0.0,5.560145",0.0,4-kali
CAzDPY3ejSvwj1wvRk,"40,26",40,"0.0,5.844642",0.0,4-kali
C85ZMV3I8oX5atkaV4,"40,26","40,26","0.0,5.215829","0.0,0.018672",4-kali
C6iSqj2yd8exBN2VH6,"40,26",40,"0.0,5.805829",0.0,4-kali
CIZN3D3oq2VTcjVI78,"40,26","40,26","0.0,5.62048","0.0,0.028039",4-kali
CkmcAl1lsWYNW2ynY8,"40,707,1289,808","40,311,964,320,29,26","0.0,0.324482,0.000339,1.263768","0.0,0.414194,0.452519,0.112794,0.00003,9.994339",4-kali
C6FFNg2iPGnCoKRJia,"40,1282,809","40,964,320,29,26","0.0,0.151441,0.807781","0.0,0.13791,0.108103,0.000015,9.995018",4-kali
CmhYzD1g4XP55RDmO2,"40,26","40,26","0.0,4.98851","0.0,0.112852",4-kali
COBLL94Q4vaWSGfzMe,"76,3625,3724","40,945,1075","0.0,0.004155,8.408685","0.0,0.08948,0.157817",4-kali
CjZ5fn3pA6o9vM9Ccj,"40,26","40,26","0.0,5.744096","0.0,0.105129",4-kali
Cbv9Ir1xtDNI5CbBVa,"40,26","40,26","0.0,5.72512","0.0,0.109776",4-kali
CRW4zo4Umcl0PLgct3,"40,26","40,26","0.0,5.388617","0.0,0.111228",4-kali
CLBX8A1MIjuBtFHVWi,"40,152,358,33,41,41,41,41,26","40,64,101,33,41,41,41","0.0,0.050989,0.0,0.059587,58.217816,58.070326,58.826535,5.407073,0.088608","0.0,0.007633,0.017597,0.002243,0.009118,0.01008,0.012225",4-kali
C59F0N2ZP9YpYg0gb8,"40,152,390,193,446","40,64,262,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,961","0.0,0.013931,0.0,0.008801,0.00929","0.0,0.016087,0.010011,0.003692,0.000049,0.000007,0.00001,0.000006,0.000009,0.000005,0.005974,0.015465,0.000035,0.000006,0.000009,0.000003,0.000008",4-kali
Cje4wH2pGLbr9sQN6l,"40,2761,2726,2761,2793,2726,2793,3039,2749,2978,2982","40,194,1475,1586,194,602,3037,603,913,3158,26,44,231","0.0,0.077707,0.190831,0.014467,0.041678,0.218447,0.36557,0.159271,2.582376,0.049394,7.847364","0.0,0.113831,0.106372,0.000022,0.117693,0.133592,0.138014,0.118838,0.174901,0.124676,0.000052,0.000016,0.112757",4-kali
C9HCJq1fm7EnX7lLX7,"40,3039,2749,2979,2982","40,913,1475,1729,231,868,26","0.0,0.408001,3.331777,0.145307,7.786613","0.0,0.197026,0.117952,0.001479,0.118176,0.526265,14.997337",4-kali
C1FrDoXWHWr6ebXF4,"40,26","40,26","0.0,5.502465","0.0,0.119645",4-kali
CbrxPPT93dgtZoJpk,"40,152,523,33,41,185,168,168,227,165,199,231,165,199,185,41,125,180,41,41","40,39,33,37,37,37,37,37,407,88,43,33,41,110,88,43,33,114,88,43","0.0,0.457433,0.0,0.339012,58.354441,52.892522,44.298793,54.840892,49.667797,0.050362,0.198918,54.137437,0.00263,0.005647,29.484251,58.539826,36.458257,8.924128,59.802245,58.934362","0.0,0.085696,0.113324,0.000055,0.0,0.0,0.0,0.000014,0.007097,0.000036,0.000016,0.000012,0.913965,0.12614,0.000029,0.000014,0.001037,0.154356,0.000054,0.000017",4-kali
C0wxr13VgMa7bxY9lg,"40,1098,1019","40,253,26","0.0,0.00289,10.189244","0.0,0.112872,0.052752",4-kali
Cwk3ho1kf2qO5OS5A4,"40,152,33,41,26","40,51,37,33","0.0,0.049133,0.022803,0.575799,0.049831","0.0,0.00319,0.000007,0.00387",4-kali
Csfs3f41MTgGKGjrgc,"40,152,503,113,33","40,64,253,1393,1393,1393,1393,1393,1393,1393","0.0,0.218981,0.0,0.0,0.103976","0.0,0.015339,0.016895,0.000011,0.00001,0.006559,0.00004,0.000015,0.000009,0.000019",4-kali
ClJhwQ2BSEXKBUtnwe,"40,152,33,41,41,41,41,26","40,51,37,33,41,41,55","0.0,0.003933,0.007301,58.613747,58.944742,58.504679,0.000107,0.000113","0.0,0.000022,0.000005,0.00409,0.258958,0.254673,0.332077",4-kali
CzhbjE4ASGdlPtCINh,"40,152,33,41,26","40,51,37,33","0.0,0.090187,0.060348,0.122305,0.046623","0.0,0.003521,0.000006,0.030462",4-kali
CJ2Dff3yV9jGCKc47d,"64,608,48","64,464","0.0,0.351577,0.016097","0.0,0.092516",4-kali
CZjEBD4GOxpUD8jbN,"64,1296,1312,1664","64,5968,16432,16432,16432,16432,288,16432,8640","0.0,0.037081,0.055888,14.197334","0.0,0.486984,0.521165,0.435824,0.019156,0.088951,0.0,0.222551,0.003292",4-kali
CiZuH92likhDTcd5i,"64,1312,1328","64,8688","0.0,0.036427,0.080112","0.0,0.462702",4-kali
Ce37hM21VoYbsrZtf8,"40,989,1642,1221","40,992,196,288,26","0.0,0.03346,0.003568,4.248588","0.0,0.125577,0.122564,0.118107,15.478955",4-kali
Cqgr9n2S90DVV5RR0a,"40,152,33,41,26","40,51,37,33","0.0,0.0043,0.114104,0.134712,0.049957","0.0,0.002613,0.00002,0.014799",4-kali
CSdOmh39AMW5uL4w4c,"40,152,33,41,26","40,51,37,33","0.0,0.017353,0.015129,0.951148,0.04967","0.0,0.001494,0.000609,0.040988",4-kali
CNtkXk34Egl2E9whhi,"40,859,859,1019","40,253,253,253,26","0.0,0.001242,10.123159,0.121922","0.0,0.104303,0.105087,0.107421,10.859617",4-kali
CVRnvD2VuoExDPKxE8,64,64,0.0,0.0,4-kali
C3DotH3f3zQbWEd2Sd,"40,749","40,518,720,26","0.0,0.170102","0.0,0.2398,0.000044,29.996292",4-kali
C2VW9n2qQKxF6jX1Mi,"40,152,208,33","40,76,33","0.0,0.03189,0.0,0.013319","0.0,0.000008,0.022191",4-kali
CNXQMh2ZXFJ4WJOnlh,"40,748","40,518,722,26","0.0,0.043545","0.0,0.222824,0.00011,30.002211",4-kali
CdxoO617Mjl3KWrnVb,"40,152,242","40,64,33,1393,1393,1393","0.0,0.34443,0.006848","0.0,0.000054,0.008574,0.011326,0.000036,0.000011",4-kali
CZHiQq1AsN08q6e7kd,"64,640,48","64,1520,1488,1488,1488,1488,1488,2944,5840,5840,11632,272","0.0,0.022539,5.457164","0.0,0.027659,0.000032,0.027448,0.000018,0.000866,0.000012,0.030339,0.002178,0.036173,0.036227,0.0",4-kali
CFtmoJ2zaTTXI8tzmh,40,,0.0,,4-kali
CuVcHq2X8sPMFNyhk5,"40,559,559","40,299,67,342,26","0.0,0.018416,0.185446","0.0,0.034723,0.00003,0.037278,29.993802",4-kali
CxDBYh2rlsY0uSZRb9,"40,1397,1397,26","40,584,584,26","0.0,0.024355,0.613754,39.731169","0.0,0.029076,0.032942,1.81232",4-kali
CvaoCg3Y3iFBI8r3pc,"40,546,546,541,543,541,543,559,559","40,569,313,846,342,299,67,299,67,299,67,342,299,67,26","0.0,0.040177,0.17975,0.418882,0.065596,0.000663,0.039039,0.147743,0.463215","0.0,0.048512,0.000665,0.051024,0.027608,0.072039,0.000021,0.058894,0.000028,0.042792,0.000027,0.04111,0.032289,0.000657,29.999656",4-kali
C4806z2PKqvFjsgTz,"40,26",40,"0.0,6.345704",0.0,4-kali
CzXoBJLsNxovOlKYk,"40,26",40,"0.0,6.345352",0.0,4-kali
CQjfaR1ChatEzeg6J9,"40,26",40,"0.0,6.345049",0.0,4-kali
C0tmCG2WZd3Td3q4j9,"40,152,217,33","40,76,33,37,1524,8024,7820,1524,8024,6917,1524,8024,6917,1524","0.0,0.21577,0.000014,0.020348","0.0,0.003826,0.193553,0.002276,0.000035,0.001587,0.145512,0.003081,0.001614,0.002812,0.000009,0.100048,0.043802,0.000023",4-kali
Cdf2t83cUBA4xb8nC2,"40,3427,3435","40,1122,1122","0.0,0.020554,0.217619","0.0,0.020721,0.028803",4-kali
CUscVE2D99ddioQ6Tg,"40,152,177,33,41,41,41","40,64,33,1393,1393,1393,1393,906,33,41,41,41","0.0,0.016055,0.000025,0.001021,58.02012,58.195185,58.802506","0.0,0.000014,0.00657,0.009078,0.000048,0.000014,0.000011,0.000008,0.00001,0.004734,0.00851,0.398732",4-kali
C6NZFlrQ6H8v6cCsf,"64,4160,48","64,528","0.0,0.041627,44.642734","0.0,0.084433",4-kali
CEjFZkmSibcYtW7lb,"40,491,491,26","40,14504,14907,14504,11608,1472,4691,26","0.0,0.003505,0.000783,23.450814","0.0,0.127009,0.006496,0.138419,0.004941,0.000027,0.000117,1.543161",4-kali
CHhNxqeEZM898VAu3,"40,152,281,33,41,41,41","40,54,508,41,41,41","0.0,0.00329,0.0,0.009573,58.41117,58.189457,58.832489","0.0,0.000028,0.000215,0.011275,0.020649,0.39851",4-kali
CePFhX3sA480wjO7Lh,76,40,0.0,0.0,4-kali
Cv2HvwZbI1ielKQsf,"64,640,688,48","64,560,576,560,576","0.0,0.040608,46.586066,37.605581","0.0,0.153133,0.000623,0.49532,0.000052",4-kali
CWkSEZ1Ji4dXp4lcU2,"64,640,688,48","64,560,576,560,576","0.0,0.014677,46.572536,37.709715","0.0,0.16731,0.001739,0.417279,0.000026",4-kali
C3cUJh3GVEYwuBHGZi,"40,152,502,33,41,170,41,81,41,72,41,41,41,337,41,114,41,645,41,97","40,51,37,33,1119,111,41,142,590,41,95,178,41,247,41,41,41,759,166,41","0.0,0.271335,0.056118,0.139782,0.049757,27.546621,0.052877,0.00253,0.016621,0.747014,0.029975,58.245487,58.512448,42.184886,0.897842,47.383823,0.021487,0.508988,0.300144,2.787387","0.0,0.000616,0.000026,0.016855,0.040257,0.000042,0.000012,0.009918,0.000757,0.000678,0.01268,0.00002,0.000008,0.026502,0.000638,0.016178,0.008756,0.720694,0.000049,0.00001",4-kali
CQKa9X23RCe02objpk,"40,152,41","40,51,37,33","0.0,0.066265,0.0","0.0,0.157001,0.006309,0.56158",4-kali
CulrEY1uAda08wmMYg,"40,152,33,41,41,41,41,26","40,51,37,33,41,41,41","0.0,0.006066,0.023876,58.400269,58.193842,60.132138,3.431927,0.000008","0.0,0.001782,0.000025,0.003903,0.006177,0.004772,0.408028",4-kali
CgaigP1HSob7VCgdhj,"40,488,488,26","40,3916,1456","0.0,0.351041,0.000321,16.07745","0.0,0.050518,0.054725",4-kali
CwBIS94hldn9qfatK7,"40,469,444,453,488,488,26","40,296,16408,16408,13944,8899,9052,3551","0.0,0.116108,1.257293,0.000319,0.375719,0.000236,16.088305","0.0,0.172151,0.075906,0.007396,0.033859,0.042948,0.044031,0.052897",4-kali
CM2chq4AvkMOeN8hol,"40,488,488,26","40,8391,2045","0.0,0.37401,0.000258,16.077482","0.0,0.047886,0.058366",4-kali
C3Wpi24SWHneXjreOj,"40,152,208,33,41,485,462,463,41,41,41,41,41,26","40,51,37,33,269,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,731,41,172,68","0.0,0.002386,0.002225,0.026344,0.003596,0.313957,0.011592,0.0,0.01364,58.501469,58.361468,58.8665,0.882531,0.000002","0.0,0.01945,0.000487,0.019429,0.004386,0.00109,0.000041,0.000009,0.002563,0.000023,0.000023,0.000006,0.00125,0.000029,0.000018,0.000006,0.019277,0.0,0.019252,0.000019",4-kali
ChPVkfqjHvTMymJVh,"40,152,258","40,64,33,1393,1393","0.0,0.032017,0.0","0.0,0.013718,0.028471,0.002168,0.00001",4-kali
CiAWEJjvNwnQqse06,"40,152,278,136,120,145,128,116,114,111,122,147,137,127,132,138,127,127","40,64,33,1393,1393,1393,1393,1393,1393,1393","0.0,0.009031,0.000994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002371,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.000026,0.006128,0.007117,0.003539,0.000047,0.000009,0.00001,0.000004,0.000013",4-kali
CyWf2M26su8hY29P33,"40,152,235,33,41,98,41,73,41,169,41,1015,41,421,41,41,41,41","40,51,37,314,33,158,41,99,121,41,293,1413,1413,1413,1413,1413,1413,1413,1413,1413","0.0,0.006802,0.0,0.00609,0.010841,3.530991,0.000629,1.186012,0.02591,5.471459,0.064751,0.358371,0.112411,4.305727,0.115018,58.013103,58.199995,60.136965","0.0,0.000016,0.000005,0.002233,0.000018,0.000006,0.000007,0.061479,0.000007,0.000003,0.01745,0.002341,0.000035,0.000014,0.002687,0.00004,0.000023,0.000013,0.000014,0.000008",4-kali
CxMGOs1AeaKIrPj7Od,"40,844","40,494","0.0,1.221095","0.0,0.188634",4-kali
CMEEnxm7hSUOaYBe5,"40,808,857,808,857,818,818,844,26","40,525,545,525,545,556,556,494,26","0.0,0.076993,0.72193,0.093564,0.1909,0.07431,1.450969,0.243246,50.43958","0.0,0.081315,0.182944,0.180285,0.17892,0.195666,0.190813,0.186508,0.804454",4-kali
CeAjvK21Ol4mmytv6,"40,152,300,33,41,226,41,522,41,417,41,413,41,416,41,414,41,415,41,475","40,51,37,33,271,121,41,248,75,41,90,41,72,75,41,47,75,41,70,75","0.0,0.00363,0.003643,0.000034,0.017588,19.027019,0.034774,0.791499,0.008045,1.027453,0.010947,0.174136,0.039779,0.001644,0.035151,0.003783,0.085599,3.144569,0.063214,0.395407","0.0,0.000666,0.000018,0.012708,0.0151,0.00072,0.000021,0.035988,0.001108,0.000024,0.040958,0.000035,0.06633,0.000012,0.000003,0.053142,0.000618,0.000016,0.049894,0.00003",4-kali
CQrzsc49y8h3hAZ5la,,40,,0.0,4-kali
CRuV9E4GpDLucewvte,"40,152,33,41,26","40,51,37,33","0.0,0.025449,0.165132,0.0,0.053333","0.0,0.000029,0.000005,1.027363",4-kali
CYJdt12gm8cDUKi7qg,"40,892","40,553,217,29,26","0.0,0.002904","0.0,0.015886,0.000024,0.000005,60.969379",4-kali
CIkTp823ceyYbzynjf,,64,,0.0,4-kali
Cy2IK532qSNTc63gQj,,64,,0.0,4-kali
Ca5gpqS5HPL5GERU3,"40,721,26","40,748,26","0.0,2.84325,54.869529","0.0,0.151366,0.174373",4-kali
CMHhJk2IqcSb3lL6l6,"40,152,41,26","40,51,37,33","0.0,0.00012,0.598007,0.120413","0.0,0.328824,0.000039,0.000011",4-kali
CuwWCl4ZazJhvAQ6k2,"40,591,26","40,1471,26","0.0,0.135811,23.851932","0.0,0.179554,0.15023",4-kali
CdTsD4CEuAykga062,"40,1362,1364,1587,26","40,1101,1101,1101,26","0.0,0.002382,31.706963,17.715643,39.16554","0.0,0.01071,0.052791,0.061679,0.165074",4-kali
CEZjKa48pHuH6u1Ogl,"40,534,26","40,285,26","0.0,0.049421,59.061765","0.0,0.052083,0.219608",4-kali
CTtXp54zPh8y6nSOXi,,40,,0.0,4-kali
CEaewS3s17OmX4IZq1,"64,448,448,448,448,48","64,3904,1696,2256,3904,3904","0.0,0.002706,1.749269,0.814489,0.253594,51.535365","0.0,0.132089,0.127049,0.000711,0.169521,0.131022",4-kali
CEZzJj30bmRCuLCL45,"40,361,389,389,386,358,456,456,26","40,683,708,708,708,683,708,708,26","0.0,0.002132,0.054328,0.0287,31.006569,0.013162,17.610958,0.011725,40.917397","0.0,0.013343,0.017036,0.024402,0.014033,0.025556,0.017366,0.013951,0.098868",4-kali
C160Ik1t1LNpoxJdR4,"40,386,428,26","40,708,683,26","0.0,0.021509,17.553529,40.943237","0.0,0.018889,0.013505,0.099142",4-kali
C1c5YI3Hvxf7Iunw3l,"48,32,1008,32","48,2080,32","0.0,0.163727,0.0,23.215521","0.0,0.162423,0.120398",4-kali
CA6W3RKQ5fmfojVbh,"76,861,26","40,399","0.0,0.850734,57.068787","0.0,0.266245",4-kali
CFDBOB2Sr7DoA8Al55,"76,939,861,938,861,939,939,861,26","40,2211,399,2210,399,2210,2210,399","0.0,0.083533,0.176702,0.005819,0.194326,0.363453,0.031767,0.086271,56.864414","0.0,0.160807,0.111381,0.213546,0.115667,0.248256,0.268025,0.116665",4-kali
C8zi011GWSy26NT9Sb,"40,648,648,648,648,26","40,300,300,300,300,26","0.0,0.0355,0.781552,0.70085,0.413877,51.765849","0.0,0.199291,0.201551,0.275996,0.193225,0.254902",4-kali
CxHkGW3SEVL9IFHgYh,"40,648,648,648,648,648,26","40,300,300,300,300,300,26","0.0,0.039626,0.01822,1.257558,0.740198,0.411573,51.7325","0.0,0.051537,0.214206,0.205544,0.28677,0.226119,0.26682",4-kali
CsY5BX1UZyjZ2Wft51,"40,648,648,648,26","40,300,300,300,26","0.0,0.967861,0.736505,0.403401,51.802142","0.0,0.203275,0.25679,0.198914,0.265633",4-kali
CIyHzw1V1u7H0yCdvc,"40,648,648,648,648,26","40,300,300,300,300,26","0.0,0.036033,0.771332,0.680827,0.402621,51.734155","0.0,0.210436,0.217856,0.290992,0.225617,0.267411",4-kali
CzETlPvmRwEE8N4bk,"40,1007,1037,1105,1176,1173,1319","40,558,9136,558,5524,543,39,8712,6145,701,39,430,716,259,558,39,46","0.0,0.00237,31.376338,16.755998,6.438583,0.000423,33.410852","0.0,0.29001,0.004495,0.193622,0.001163,0.185631,0.000965,0.00133,0.105136,0.120125,0.000043,0.000009,0.11683,0.000043,0.545788,0.000012,0.000004",4-kali
CmAkUn3ttv7lnYcDaj,,64,,0.0,4-kali
Ce3Ykt4wVWFYxiP3W4,"64,48",64,"0.0,4.411462",0.0,4-kali
Cnxo9j1OYgW89fp5F4,"40,152,33,41,26","40,76,33,41,26","0.0,0.134516,0.128352,0.790342,0.010742","0.0,0.000011,0.039689,0.25141,0.001215",4-kali
CoP2FGkIQJkDUAfK4,"40,152,33,41,41,41,41,26","40,64,33,41,41,41","0.0,0.014434,0.05232,58.157736,58.35482,58.860628,4.347932,0.264039","0.0,0.00496,0.008272,0.006698,0.005956,0.716137",4-kali
CiPowg11Fe1PXKFbni,"40,1221,26","40,287,26","0.0,0.359673,0.199237","0.0,0.262169,0.120044",4-kali
CSI6jv3INwpBosLCV1,"40,26","40,51,37","0.0,0.114506","0.0,0.005576,0.000047",4-kali
CQosKT3Qn3xwtEA0x3,"40,1161,1162,26","40,637,637,26","0.0,0.12742,0.290776,0.81426","0.0,0.223313,0.184422,0.07477",4-kali
CXckee4KegClH22hw,"40,1313,786,26","40,964,320,29,26","0.0,0.190686,1.119851,0.113285","0.0,0.143259,0.126589,0.000051,0.103672",4-kali
CbsmH94ifK9Q1V3Cre,"40,1241,1320,786,26","40,964,964,325,26","0.0,0.159538,0.023337,1.505912,0.11308","0.0,0.258764,0.20395,0.126801,0.103896",4-kali
CSqIbk3POyHMZwSpzh,"40,1314,786,26","40,964,320,29","0.0,0.195707,1.4415,0.082029","0.0,0.17004,0.276845,0.000011",4-kali
CtZy764691bKaRoYRd,"76,490","40,222,26","0.0,0.002552","0.0,0.092567,64.995181",4-kali
C5giLF5zlwNIYxFn,"40,1313,786,26","40,964,320,29,26","0.0,0.195439,1.441561,0.053804","0.0,0.170047,0.305582,0.000048,0.150548",4-kali
CA6Fk23yigLkDe97Tj,"40,26","40,26","0.0,4.131687","0.0,0.01412",4-kali
CihDwF4teRw2XblAph,"40,488","40,368,26","0.0,0.021807","0.0,0.025808,60.101505",4-kali
CBZz2d1ic25YDYFaZ5,"40,26",40,"0.0,4.932759",0.0,4-kali
CdlSp21lWqepPTAko7,"40,152,232,33,41,41","40,64,33,1393,1393,941,33,41,41","0.0,0.041986,0.002156,0.061025,58.523896,58.359691","0.0,0.005588,0.008449,0.005227,0.000973,0.000038,0.000011,0.011415,0.005205",4-kali
CHm4Wn488y1094FxBg,"40,152,212,33","40,64,33","0.0,0.034676,0.0,0.023922","0.0,0.000006,0.014863",4-kali
Cg5Imv1fr5pQUa7I1d,"40,599","40,500,26","0.0,0.005517","0.0,0.175358,0.000028",4-kali
C3WIDL3cCvkYSRTjk,"40,2253,2253,2263,2295","40,2726,2726,2677,2677,26","0.0,0.019981,0.184748,36.680497,0.577321","0.0,0.058302,0.044624,0.044321,0.060198,60.589414",4-kali
CFnO6UPXAedYRpBkh,"40,1398,26","40,276,59","0.0,0.002633,0.054108","0.0,0.0309,0.0",4-kali
CfsvDd217aMZyUakEg,"40,824,26","40,518,721,26","0.0,0.251923,2.49313","0.0,0.166318,0.000587,0.027679",4-kali
CFvQyW3GuW2xYY6687,"40,26","40,211,26","0.0,5.498219","0.0,0.036012,0.000028",4-kali
CbdBjOqTwcombMq88,"40,26","40,211,26","0.0,5.498635","0.0,0.038798,0.000027",4-kali
CsTHqs3MMUaKkkdvwa,"40,26","40,212,26","0.0,5.135928","0.0,0.102138,0.000053",4-kali
CiyY1Z1dQBua6feGNd,"40,26","40,212,26","0.0,5.1351","0.0,0.106751,0.000024",4-kali
C345Ib3vW5vPfx4xEh,"40,26","40,212,26","0.0,5.131802","0.0,0.107881,0.000036",4-kali
C5QeEO191XNcL5pCc9,"76,26",40,"0.0,5.130319",0.0,4-kali
ComSbeMeb0LlPPWgb,"64,48",64,"0.0,5.129895",0.0,4-kali
CPz44k3SexFT0KJ5E,"40,823,821,821,26","40,518,716,518,720,1202,26","0.0,0.38896,0.57529,0.361602,3.613707","0.0,0.320109,0.001333,0.207608,0.000043,0.285058,0.039057",4-kali
CBDWHSzD8uytBLgTl,"40,26","40,211,26","0.0,3.830956","0.0,0.045789,0.000056",4-kali
CDsMUD3EMJCjOTVCC3,"40,26","40,211,26","0.0,3.831098","0.0,0.045725,0.000016",4-kali
CkzX264498q7CnW8ti,"76,535,26","40,586,26","0.0,0.12896,0.447405","0.0,0.055482,0.063021",4-kali
Cep2kV1rLDxj3s8Ta2,"40,152,218,33","40,76,33,37,1524","0.0,0.115793,0.0,0.039246","0.0,0.000018,0.125931,0.00007,0.000027",4-kali
CszTCj4ccv2G8C3Vva,"40,26","40,51,37","0.0,0.000631","0.0,0.013286,0.000049",4-kali
